_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
106.750417;-26.657778;    2688;2688;          ; 54224;     ;         ;07 07 00.1;-26 39 28; 6.62;-0.17;  B2IV-V            ;*
107.205417;-24.044167;    2695;2695;          ; 54669;     ;Var?     ;07 08 49.3;-24 02 39; 6.65;-0.19;  B2V               ;*
108.610833;+24.710833;    2722;2722;          ; 55579;     ;         ;07 14 26.6;+24 42 39; 6.89;-0.03;  A1pSrCr           ;
108.100417;-27.474167;    2724;2724;          ; 55595;     ;HN CMa   ;07 12 24.1;-27 28 27; 6.59; 0.19;  A5IV-V            ;*
108.446250;-31.083889;    2741;2741;          ; 55958;     ;GG CMa   ;07 13 47.1;-31 05 02; 6.60;-0.17;  B2IV              ;*
109.324167; +6.680556;    2760;2760;          ; 56446;     ;         ;07 17 17.8;+06 40 50; 6.65;-0.11;  B8III             ;
110.712083;+55.284444;    2783;2783; 19    Lyn; 57102; 6012;         ;07 22 50.9;+55 17 04; 6.53;     ;  B9V               ;*
110.320417; -8.878333;    2798;2798;          ; 57517;     ;         ;07 21 16.9;-08 52 42; 6.55; 0.54;  F5                ;
110.221667;-22.851667;    2799;2799;          ; 57573;     ;Var      ;07 20 53.2;-22 51 06; 6.61;-0.15;  B2.5V             ;*
110.090417;-52.309722;    2814;2814;          ; 57853;     ;         ;07 20 21.7;-52 18 35; 6.60; 0.59;  G0V:e             ;*
110.976250;-30.216944;    2824;2824;          ; 58325;     ;         ;07 23 54.3;-30 13 01; 6.60;-0.20;  B2IV-V            ;*
111.709167;+21.535833;    2835;2835;          ; 58551;     ;         ;07 26 50.2;+21 32 09; 6.54; 0.46;  F6V               ;
111.514583; -4.537500;    2838;2838;          ; 58580;     ;         ;07 26 03.5;-04 32 15; 6.76;-0.01;  A0IV              ;*
111.196667;-37.290000;    2842;2842;          ; 58634;     ;         ;07 24 47.2;-37 17 24; 6.97; 0.22;  F0V:              ;*
111.197083;-37.290833;    2843;2843;          ; 58635;     ;         ;07 24 47.3;-37 17 27; 6.84; 0.27;  F0V:              ;*
111.669583;-23.712222;    2850;2850;          ; 58907;     ;         ;07 26 40.7;-23 42 44; 6.56; 0.01;  A1                ;
112.095000;-37.810278;    2869;2869;          ; 59466;     ;         ;07 28 22.8;-37 48 37; 6.58; 0.06;  A1IV              ;
112.214583;-31.846944;    2871;2871;          ; 59500;     ;         ;07 28 51.5;-31 50 49; 7.13;-0.15;  B4V               ;
112.982083;+38.896389;    2872;2872;          ; 59507;     ;         ;07 31 55.7;+38 53 47; 6.54; 0.07;  A2V               ;
113.210833;+22.887778;    2879;2879;          ; 59878; 6160;         ;07 32 50.6;+22 53 16; 6.54; 1.01;  K0II-III+F8V      ;*
112.676667;-37.339722;    2882;2882;          ; 59967;     ;         ;07 30 42.4;-37 20 23; 6.65; 0.63;  G4V               ;
112.857500;-36.152778;    2885;2885;          ; 60098;     ; 3629    ;07 31 25.8;-36 09 10; 6.68;-0.12;  B4V               ;
112.928333;-35.887778;    2889;2889;          ; 60168;     ;PS Pup   ;07 31 42.8;-35 53 16; 6.61;-0.08;  A0V               ;*
113.691667; +2.725000;    2904;2904;          ; 60489;     ; 3648    ;07 34 46.0;+02 43 30; 6.55; 0.22;  A7III             ;*
113.305417;-43.086389;    2908;2908;          ; 60574;     ;         ;07 33 13.3;-43 05 11; 6.52; 0.92;  G8III             ;
113.620000;-26.116667;    2912;2912;          ; 60629;     ;         ;07 34 28.8;-26 07 00; 6.65;-0.01;  A0V               ;
113.493750;-39.905833;    2917;2917;          ; 60686;     ;         ;07 33 58.5;-39 54 21; 6.76; 1.13;  K2III             ;
114.412083;-14.441111;    2932;2932;          ; 61224;     ;         ;07 37 38.9;-14 26 28; 6.53;-0.01;  B9IIIe            ;*
114.436667;-35.277222;    2942;2942;          ; 61409;     ;         ;07 37 44.8;-35 16 38; 6.60; 1.14;  K1III             ;
114.779583;-18.679167;    2947;2947;          ; 61554;     ;         ;07 39 07.1;-18 40 45; 6.72;-0.10;  B6Vn              ;
114.600833;-39.991389;    2952;2952;          ; 61623;     ;         ;07 38 24.2;-39 59 29; 6.59;-0.05;  A0                ;
115.180833;-27.945833;    2972;2972;          ; 61987;     ;         ;07 40 43.4;-27 56 45; 6.76;-0.16;  B3-5IV-V:         ;
115.219583;-31.660833;    2974;2974;          ; 62058;     ;R Pup    ;07 40 52.7;-31 39 39; 6.56; 1.18;  G20-Ia            ;*
113.840417;-74.275556;    2979;2979;          ; 62153;     ;         ;07 35 21.7;-74 16 32; 7.16;-0.02;  B9IV              ;*
113.840833;-74.275556;    2980;2980;          ; 62154;     ;         ;07 35 21.8;-74 16 32; 7.26;     ;  B9IV              ;*
115.491667;-38.528889;    2986;2986;          ; 62376;     ;         ;07 41 58.0;-38 31 44; 6.54;-0.09;  B7V               ;
115.912917;-25.503889;    2992;2992;          ; 62555;     ;         ;07 43 39.1;-25 30 14; 6.55; 0.06;  A3                ;
115.779167;-38.864167;    2995;2995;          ; 62595;     ;         ;07 43 07.0;-38 51 51; 6.89; 1.02;  G6/8III           ;
119.072083;+80.265556;    2997;2997;          ; 62613;     ;         ;07 56 17.3;+80 15 56; 6.56; 0.73;  G8V               ;
115.778750;-49.992778;    3005;3005;          ; 62756;     ;         ;07 43 06.9;-49 59 34; 6.57; 0.07;  A2V               ;
116.369583;-14.686111;    3009;3009;  2    Pup; 62863; 6348;PV Pup   ;07 45 28.7;-14 41 10; 6.89;     ;  A8V               ;*
116.269167;-37.887778;    3016;3016;          ; 62991;     ;         ;07 45 04.6;-37 53 16; 6.54;-0.10;  B3IV              ;*
116.639167;-40.059722;    3025;3025;          ; 63308;     ;         ;07 46 33.4;-40 03 35; 6.57;-0.13;  B2V               ;*
117.245417; +4.332778;    3033;3033;          ; 63435;     ;         ;07 48 58.9;+04 19 58; 6.53; 0.78;  G2III             ;
117.438333;-20.206944;    3048;3048;          ; 63754; 6398;         ;07 49 45.2;-20 12 25; 6.56; 0.58;  G3V               ;
117.478333;-60.051111;    3076;3076;          ; 64320;     ;         ;07 49 54.8;-60 03 04; 6.72; 1.24;  K0II              ;
119.111667;+56.504444;    3077;3077;          ; 64347;     ;         ;07 56 26.8;+56 30 16; 6.72;     ;  A2IV              ;
119.101250;-40.736389;    3107;3107;          ; 65315;     ;         ;07 56 24.3;-40 44 11; 6.78;-0.18;  B2V               ;
120.183750; -2.881667;    3135;3135;          ; 65875;     ; 3857    ;08 00 44.1;-02 52 54; 6.51;-0.07;  B2.5Ve            ;*
120.081667;-45.456944;    3146;3146;          ; 66190;     ;         ;08 00 19.6;-45 27 25; 6.61; 1.27;  K1Ib-II           ;
122.840000;+38.731389;    3193;3193;          ; 67827;     ;         ;08 11 21.6;+38 43 53; 6.58; 0.59;  G0                ;
122.277917;-30.322500;    3196;3196;          ; 67921;     ;         ;08 09 06.7;-30 19 21; 6.65; 1.40;  K5III             ;
123.092083;+14.003889;    3214;3214;          ; 68332;     ;         ;08 12 22.1;+14 00 14; 6.54;     ;  A7III             ;
123.423750;+23.137778;    3224;3224;          ; 68543;     ;         ;08 13 41.7;+23 08 16; 6.56; 0.11;  A4IVn             ;
123.191667;-29.910833;    3230;3230;          ; 68758;     ;         ;08 12 46.0;-29 54 39; 6.52; 0.06;  A1V               ;
124.141250;+11.726389;    3248;3248;          ; 69243;     ;R Cnc    ;08 16 33.9;+11 43 35; 7.13; 1.56;  M7IIIe            ;*
124.225833;-21.320278;    3255;3255;          ; 69589;     ;         ;08 16 54.2;-21 19 13; 6.60; 0.02;  A0                ;
124.552500;-37.374167;    3267;3267;          ; 70003;     ;         ;08 18 12.6;-37 22 27; 6.70; 0.23;  A0IV+G:           ;*
126.665833;+24.534167;    3312;3312; 24    Cnc; 71152; 6811; 4076    ;08 26 39.8;+24 32 03; 7.02; 0.32;  F0III             ;*
126.821667; -6.409722;    3325;3325;          ; 71433;     ;         ;08 27 17.2;-06 24 35; 6.59; 0.51;  F4III             ;*
126.573333;-39.059444;    3327;3327;          ; 71487;     ;NO Pup   ;08 26 17.6;-39 03 34; 6.53;-0.09;  B9V               ;*
126.575833;-39.060278;    3328;3328;          ; 71488;     ;         ;08 26 18.2;-39 03 37; 7.25; 0.08;  A2V:              ;*
126.711667;-29.215278;    3331;3331;          ; 71523;     ;         ;08 26 50.8;-29 12 55; 6.73;-0.05;  B9.5V             ;
126.888750;-20.843889;    3335;3335;          ; 71581;     ;VV Pyx   ;08 27 33.3;-20 50 38; 6.56; 0.04;  A2V               ;*
126.972917;-26.132500;    3339;3339;          ; 71688;     ;         ;08 27 53.5;-26 07 57; 6.62; 0.11;  A2IV-V            ;
127.149583;-23.071667;    3344;3344;          ; 71815;     ;         ;08 28 35.9;-23 04 18; 6.51; 0.05;  A2                ;
127.222083;-20.950278;    3345;3345;          ; 71833;     ;         ;08 28 53.3;-20 57 01; 6.67;-0.06;  B8III             ;*
126.864167;-55.011667;    3349;3349;          ; 71919;     ;         ;08 27 27.4;-55 00 42; 6.53;-0.02;  A0V               ;
127.365000;-27.332500;    3353;3353;          ; 71997;     ; 4104    ;08 29 27.6;-27 19 57; 6.70;-0.13;  B4V               ;
127.977500; +9.814444;    3361;3361;          ; 72208;     ;         ;08 31 54.6;+09 48 52; 6.83;-0.07;  B9p:Hg:           ;
127.623333;-36.721111;    3364;3364;          ; 72268;     ; 4115    ;08 30 29.6;-36 43 16; 6.69; 1.95;  M2Iab             ;*
128.830833;+19.590000;    3387;3387; 35    Cnc; 72779;     ;         ;08 35 19.4;+19 35 24; 6.58; 0.68;  G0III             ;*
128.963750; +6.622500;    3396;3396;          ; 72946; 6886;         ;08 35 51.3;+06 37 21; 7.25; 0.71;  G5V               ;*
129.521667; +9.574722;    3412;3412; 37    Cnc; 73316;     ;         ;08 38 05.2;+09 34 29; 6.53;-0.02;  A1V               ;
129.584583; -6.662500;    3416;3416;          ; 73451;     ;         ;08 38 20.3;-06 39 45; 6.51; 0.44;  A1V+G             ;
129.332917;-40.147500;    3421;3421;          ; 73524;     ;         ;08 37 19.9;-40 08 51; 6.55; 0.60;  G4IV-V            ;
130.256667; -9.051944;    3437;3437;          ; 73997;     ;         ;08 41 01.6;-09 03 07; 6.63;-0.02;  A1Vn              ;
131.666667;+28.765278;    3474;3474; 48Iot Cnc; 74738; 6988; 4238    ;08 46 40.0;+28 45 55; 6.57; 0.04;  A3V               ;*
132.866250;-42.504444;    3530;3530;          ; 75926;     ;         ;08 51 27.9;-42 30 16; 6.55; 0.04;  A1Vn              ;
133.845417;+17.231389;    3541;3541;          ; 76221;     ;X Cnc    ;08 55 22.9;+17 13 53; 6.64; 3.36;  C6II              ;*
133.872917; -7.970278;    3552;3552; 17    Hya; 76369; 7093;         ;08 55 29.5;-07 58 13; 6.91;     ;  A7m               ;*
133.873333; -7.971111;    3553;3553; 17    Hya; 76370; 7093;         ;08 55 29.6;-07 58 16; 6.67; 0.22;  A2m               ;*
134.614583;+35.802500;    3566;3566;          ; 76595;     ;         ;08 58 27.5;+35 48 09; 6.51;-0.01;  A2V               ;
134.534167; +1.541667;    3573;3573;          ; 76757;     ;         ;08 58 08.2;+01 32 30; 6.59; 0.06;  A2V               ;
135.786667;-25.504444;    3607;3607;          ; 77665;     ;         ;09 03 08.8;-25 30 16; 6.74;-0.03;  B8                ;
136.811250;-51.211944;    3631;3631;          ; 78599;     ;         ;09 07 14.7;-51 12 43; 6.73; 1.62;  K4III             ;
138.513333;+71.655833;    3633;3633;          ; 78633;     ;         ;09 14 03.2;+71 39 21; 6.55; 0.96;  G8III-IV          ;
137.595833;-23.176667;    3646;3646;          ; 78955;     ;         ;09 10 23.0;-23 10 36; 6.53; 0.00;  A1-2V:            ;
138.073333;+14.996111;    3650;3650; 81Pi 1Cnc; 79096;     ;         ;09 12 17.6;+14 59 46; 6.51; 0.73;  G9V               ;*
139.890417;-11.314167;    3702;3702;          ; 80447;     ;         ;09 19 33.7;-11 18 51; 6.62; 0.08;  A2V s             ;
140.314167;+15.371111;    3711;3711;          ; 80613;     ;         ;09 21 15.4;+15 22 16; 6.53;-0.01;  A1V               ;
140.184167;-31.760556;    3715;3715;          ; 80773;     ;         ;09 20 44.2;-31 45 38; 6.82; 0.00;  B9.5V             ;*
140.712083; -9.838889;    3724;3724;          ; 81009; 7334;KU Hya   ;09 22 50.9;-09 50 20; 6.53; 0.22;  A5pSrCrEu         ;*
141.093750;+36.586944;    3727;3727;          ; 81039;     ;         ;09 24 22.5;+36 35 13; 6.67; 0.21;  F0V               ;
140.652917;-39.774722;    3729;3729;          ; 81134;     ;         ;09 22 36.7;-39 46 29; 6.54; 1.13;  K1III             ;
141.810833; -9.223611;    3744;3744; 29    Hya; 81728; 7382;         ;09 27 14.6;-09 13 25; 6.54; 0.05;  A2V               ;*
141.910000;-35.007778;    3756;3756;          ; 81919;     ;         ;09 27 38.4;-35 00 28; 6.65; 0.20;  A3                ;
143.280000;+49.438611;    3778;3778;          ; 82380;     ;         ;09 33 07.2;+49 26 19; 6.76;     ;  A4V               ;
142.689167;-31.891389;    3780;3780;   Zet1Ant; 82383;     ;         ;09 30 45.4;-31 53 29; 7.00; 0.09;  A2V               ;*
143.326250;+28.368056;    3792;3792;          ; 82523; 7426;         ;09 33 18.3;+28 22 05; 6.53; 0.12;  A3Vnn             ;*
143.581667;+46.902222;    3797;3797;          ; 82582;     ;         ;09 34 19.6;+46 54 08; 6.52; 0.22;  F0V               ;
143.843333;+39.963333;    3811;3811;          ; 82780; 7438;         ;09 35 22.4;+39 57 48; 6.76; 0.35;  F2V               ;*
144.140417;-24.702778;    3828;3828;          ; 83261;     ;         ;09 36 33.7;-24 42 10; 6.53; 0.38;  F2                ;
144.021250;-64.950556;    3841;3841;          ; 83523;     ;         ;09 36 05.1;-64 57 02; 6.56; 0.10;  A2V               ;
144.669583;-39.614167;    3844;3844;          ; 83610;     ;         ;09 38 40.7;-39 36 51; 6.70; 0.49;  F5                ;*
146.065833;-39.571111;    3874;3874;          ; 84447;     ;         ;09 44 15.8;-39 34 16; 6.82; 0.30;  F2-3V             ;
149.929583; +3.384722;    3945;3945; 12    Sex; 86611;     ; 4694    ;09 59 43.1;+03 23 05; 6.70; 0.27;  F0V               ;
149.313333;-64.489444;    3948;3948;          ; 86634;     ;         ;09 57 15.2;-64 29 22; 6.58; 1.13;  K0-1III           ;
150.143333;-56.946667;    3953;3953;          ; 87030;     ;         ;10 00 34.4;-56 56 48; 6.52; 0.98;  K0III             ;
150.705417;-30.577500;    3956;3956;          ; 87199;     ;         ;10 02 49.3;-30 34 39; 6.54; 1.19;  K1III             ;
150.922500;-25.316667;    3962;3962;          ; 87318; 7625;         ;10 03 41.4;-25 19 00; 6.70; 0.00;  A0III-IV          ;*
151.529583;-52.188056;    3978;3978;          ; 87816;     ;R Vel    ;10 06 07.1;-52 11 17; 6.52; 0.98;  K1III             ;*
152.190417;-10.884722;    3985;3985;          ; 88024;     ;         ;10 08 45.7;-10 53 05; 6.53; 0.02;  A2V               ;
151.031667;-81.565833;    3997;3997;   Mu 2Cha; 88351;     ; 4744    ;10 04 07.6;-81 33 57; 6.60; 0.92;  G6-8III           ;
154.460833;+71.060556;    4021;4021;          ; 88849; 7705; 4802    ;10 17 50.6;+71 03 38; 6.66; 0.32;  A7m               ;*
154.067083;+17.740278;    4028;4028;          ; 88987; 7704;         ;10 16 16.1;+17 44 25; 6.55;     ;  A9IV              ;*
154.190000;-20.670556;    4040;4040;          ; 89169; 7711;         ;10 16 45.6;-20 40 14; 6.57; 0.48;  F3V               ;
154.542917;+27.415278;    4041;4041;          ; 89239;     ;         ;10 18 10.3;+27 24 55; 6.52;-0.02;  A0V               ;
155.258333; +2.289722;    4064;4064; 23    Sex; 89688;     ;RS Sex   ;10 21 02.0;+02 17 23; 6.66;-0.08;  B2.5IV            ;*
155.282500;-17.985000;    4068;4068;          ; 89747;     ;         ;10 21 07.8;-17 59 06; 6.51; 0.40;  F3III-IV          ;
155.400000;-22.528333;    4073;4073;          ; 89828; 7739;         ;10 21 36.0;-22 31 42; 6.51; 0.07;  A0                ;
155.810833; +5.694167;    4079;4079;          ; 89995;     ;         ;10 23 14.6;+05 41 39; 6.54; 0.46;  F6V               ;
159.007083;+80.494444;    4121;4121;          ; 91075;     ;         ;10 36 01.7;+80 29 40; 6.52; 0.95; gG4                ;
157.714167;-26.483889;    4125;4125;          ; 91135;     ;         ;10 30 51.4;-26 29 02; 6.51; 0.54;  F7III             ;
159.072500;-10.583333;    4155;4155;          ; 91858;     ;         ;10 36 17.4;-10 35 00; 6.57; 0.29;  F0V               ;
159.298333;-11.748611;    4160;4160;          ; 91992;     ;         ;10 37 11.6;-11 44 55; 6.52; 0.29;  F0V               ;
157.962500;-81.921111;    4161;4161;          ; 92029;     ;         ;10 31 51.0;-81 55 16; 7.07;-0.08;  B5III-IV          ;*
161.908333;-15.261944;    4218;4218;          ; 93526; 7930;         ;10 47 38.0;-15 15 43; 6.67;-0.01;  A0III             ;
162.322083; -4.024167;    4229;4229; 40    Sex; 93742; 7936;         ;10 49 17.3;-04 01 27; 6.61; 0.22;  A2IV              ;
163.128333;+52.565278;    4241;4241;          ; 94083;     ;         ;10 52 30.8;+52 33 55; 6.65;     ; gG8                ;
164.921250;+11.705833;    4281;4281;          ; 95216;     ;         ;10 59 41.1;+11 42 21; 6.55; 0.43;  F5V               ;
164.803750;-81.556111;    4304;4304;          ; 95788;     ;         ;10 59 12.9;-81 33 22; 6.71; 0.55;  F7IV              ;
166.661250;-28.727778;    4320;4320;          ; 96441;     ;         ;11 06 38.7;-28 43 40; 6.77; 0.04;  A1V               ;
166.785000;-32.587222;    4324;4324;          ; 96557;     ;         ;11 07 08.4;-32 35 14; 6.59; 0.34;  F1III             ;
166.976667;-30.174722;    4328;4328;          ; 96700;     ;         ;11 07 54.4;-30 10 29; 6.54; 0.60;  G2V               ;
167.727917;-58.455278;    4342;4342;          ; 97271;     ;         ;11 10 54.7;-58 27 19; 6.88;-0.08;  B7III             ;
168.185417;+54.894167;    4344;4344;          ; 97302;     ;         ;11 12 44.5;+54 53 39; 6.63;     ;  A4V               ;
168.990833;+12.844722;    4366;4366;          ; 97937;     ;         ;11 15 57.8;+12 50 41; 6.67; 0.27;  A9Vp              ;*
169.429167;-36.534444;    4376;4376;          ; 98233;     ;         ;11 17 43.0;-36 32 04; 6.68; 0.98;  G8-K0III          ;
169.587500;+11.984722;    4378;4378;          ; 98280;     ;         ;11 18 21.0;+11 59 05; 6.66; 0.07;  A2V               ;
172.792500;+48.789167;    4436;4436;          ;100055;     ;         ;11 31 10.2;+48 47 21; 6.56; 0.93;  G9III             ;
173.541667;+11.023611;    4454;4454;          ;100518;     ;         ;11 34 10.0;+11 01 25; 6.55; 0.18;  A2m               ;
173.930833;+10.911111;    4464;4464;          ;100740;     ;         ;11 35 43.4;+10 54 40; 6.56; 0.13;  A4Vn              ;
175.521667;+22.210833;    4505;4505;          ;101688;     ;         ;11 42 05.2;+22 12 39; 6.59;     ;  F2IV-V            ;
178.773750;+46.476944;    4560;4560; 65    UMa;103483; 8347;DN UMa   ;11 55 05.7;+46 28 37; 6.54; 0.10;  A3Vn              ;*
178.796667;+46.469722;    4561;4561; 65    UMa;103498; 8347;         ;11 55 11.2;+46 28 11; 7.03; 0.01;  A1pCrEuSr:        ;*
179.310833;+40.343611;    4572;4572;          ;103799;     ;         ;11 57 14.6;+40 20 37; 6.62; 0.46;  F6V               ;
179.585833;+61.464722;    4575;4575;          ;103953;     ;         ;11 58 20.6;+61 27 53; 6.76;     ;  K0III             ;
179.584583;-40.947222;    4577;4577;          ;103974;     ;         ;11 58 20.3;-40 56 50; 6.79; 0.97;  K1III             ;
182.762083;-45.422778;    4636;4636;          ;105852;     ;         ;12 11 02.9;-45 25 22; 6.61; 1.08;  K0III             ;
183.945833;-23.353611;    4661;4661;          ;106612; 8481;         ;12 15 47.0;-23 21 13; 6.54; 0.45;  F3V               ;*
184.537917; -3.954444;    4677;4677;          ;106975; 8505;         ;12 18 09.1;-03 57 16; 6.99; 0.36;  F3V               ;*
184.540000; -3.948611;    4678;4678;          ;106976; 8505;         ;12 18 09.6;-03 56 55; 6.54; 0.33;  F2V               ;*
185.172083;+27.054722;    4698;4698;          ;107398; 8519;         ;12 20 41.3;+27 03 17; 7.13; 0.36;  F3V+F3V           ;*
187.158750;+26.226667;    4750;4750;          ;108642;     ;         ;12 28 38.1;+26 13 36; 6.54; 0.17;  A2m               ;*
187.185833;+25.899167;    4751;4751;          ;108651; 8568;         ;12 28 44.6;+25 53 57; 6.65; 0.22;  Am(A2/A9V/F0)     ;*
188.776250;+18.377222;    4791;4791; 24    Com;109510; 8600; 5745    ;12 35 06.3;+18 22 38; 6.56; 0.25;  A9Vm              ;*
189.625000; +6.988333;    4808;4808;          ;109914;     ;R Vir    ;12 38 30.0;+06 59 18; 7.08; 1.44;  M4.5IIIe          ;*
192.059583;+13.553056;    4861;4861; 28    Com;111308;     ;         ;12 48 14.3;+13 33 11; 6.56; 0.01;  A1V               ;
192.550000;-60.400833;    4868;4868;          ;111463;     ;         ;12 50 12.0;-60 24 03; 6.75; 0.35;  A3II              ;
193.591667;-58.430556;    4895;4895;          ;112044;     ;S Cru    ;12 54 22.0;-58 25 50; 6.58; 0.76;  F7Ib-II           ;*
194.125417;-26.460278;    4912;4912;          ;112374;     ;LN Hya   ;12 56 30.1;-26 27 37; 6.62; 0.68;  F3Ia              ;*
195.668333;+59.716111;    4936;4936;          ;113436;     ;         ;13 02 40.4;+59 42 58; 6.53; 0.05;  A3Vn              ;
195.976667; -3.663333;    4937;4937; 48    Vir;113459; 8759;         ;13 03 54.4;-03 39 48; 6.59; 0.29;  F0V               ;
196.726250;-35.861944;    4947;4947;          ;113852;     ;         ;13 06 54.3;-35 51 43; 6.54;-0.02;  A0IV-III          ;
196.542500;+29.029444;    4948;4948;          ;113865; 8777;         ;13 06 10.2;+29 01 46; 6.54; 0.05;  A3IV              ;*
197.459167;+62.229167;    4974;4974;          ;114504;     ;         ;13 09 50.2;+62 13 45; 6.54;-0.02;  A1V               ;
198.149583;+18.751667;    4987;4987;          ;114793;     ;         ;13 12 35.9;+18 45 06; 6.53; 0.88;  G8III             ;
198.383333;+72.798889;    5003;5003;          ;115227;     ;         ;13 13 32.0;+72 47 56; 6.59; 0.08;  A2V               ;
199.106250; -1.390556;    5005;5005;          ;115308;     ;DK Vir   ;13 16 25.5;-01 23 26; 6.68; 0.31;  F1IV              ;*
199.712917; +3.687778;    5021;5021;          ;115709;     ;         ;13 18 51.1;+03 41 16; 6.62; 0.06;  A1IV              ;
201.826250;-74.691944;    5051;5051;   Iot2Mus;116579;     ;         ;13 27 18.3;-74 41 31; 6.63;-0.06;  B9V               ;
201.769167;+64.735556;    5074;5074;          ;117200;     ;         ;13 27 04.6;+64 44 08; 6.66; 0.37;  F0                ;*
201.794583;+64.719444;    5075;5075;          ;117201;     ;         ;13 27 10.7;+64 43 10; 7.04; 0.39;  F0                ;*
202.048750;+50.587222;    5079;5079;          ;117281;     ;         ;13 28 11.7;+50 35 14; 6.80;     ;  F1IV              ;
202.490000; +6.013333;    5087;5087;          ;117405;     ;         ;13 29 57.6;+06 00 48; 6.51; 0.96;  K0                ;
203.252917; -7.195000;    5101;5101;          ;117833;     ;S Vir    ;13 33 00.7;-07 11 42; 6.68; 1.28;  M7IIIe            ;*
203.808750;+44.196944;    5116;5116;          ;118295;     ;         ;13 35 14.1;+44 11 49; 6.84; 0.20;  A7-F0III          ;
205.002500;-70.788333;    5125;5125;          ;118522;     ;         ;13 40 00.6;-70 47 18; 6.59; 1.30;  K0III             ;
204.532917;+14.301667;    5129;5129;          ;118660;     ;         ;13 38 07.9;+14 18 06; 6.52; 0.25;  A9V s             ;*
203.678333;+76.546667;    5131;5131;          ;118686;     ;         ;13 34 42.8;+76 32 48; 6.57;     ;  K5III:            ;
205.378750;-23.449722;    5146;5146;          ;119086; 8994;         ;13 41 30.9;-23 26 59; 6.59; 0.06;  A0                ;*
205.976250; -5.498889;    5163;5163;          ;119537;     ;         ;13 43 54.3;-05 29 56; 6.51; 0.05;  A1V               ;
206.794583;-62.590000;    5171;5171;          ;119796;     ;V766 Cen ;13 47 10.7;-62 35 24; 6.51; 1.98;  K00-Iae           ;*
207.229583;-35.703889;    5189;5189;          ;120237;     ;         ;13 48 55.1;-35 42 14; 6.53; 0.57;  G3IV-V            ;*
207.238333;+39.542778;    5199;5199;          ;120499;     ;R CVn    ;13 48 57.2;+39 32 34; 7.40;     ;  M6IIIe            ;*
207.643750;-19.897222;    5202;5202;          ;120544;     ;         ;13 50 34.5;-19 53 50; 6.53; 0.51;  G5III-IV:+A5:     ;
207.768750;+34.772500;    5214;5214;          ;120818;     ;         ;13 51 04.5;+34 46 21; 6.65; 0.12;  A5IV              ;*
208.935417;-31.285000;    5237;5237;          ;121397;     ;         ;13 55 44.5;-31 17 06; 6.51; 0.90;  G8III             ;
211.308333;-16.335833;    5284;5284;          ;122958;     ;         ;14 05 14.0;-16 20 09; 6.56; 0.10;  A4V               ;
213.365417;+51.787778;    5328;5328; 17Kap1Boo;124674; 9173;         ;14 13 27.7;+51 47 16; 6.69; 0.39;  F1V               ;*
214.076250;-33.241389;    5337;5337;          ;124780;     ;         ;14 16 18.3;-33 14 29; 6.55; 0.30;  F0V               ;
213.820417;+52.535833;    5345;5345;          ;125019;     ;         ;14 15 16.9;+52 32 09; 6.58; 0.10;  A4V               ;
214.599167;-33.220556;    5348;5348;          ;125150;     ;         ;14 18 23.8;-33 13 14; 6.54; 0.27;  F0V               ;
214.732083;+38.767500;    5369;5369;          ;125538;     ;         ;14 18 55.7;+38 46 03; 6.86; 1.06;  G9IV              ;
214.732500;+54.864167;    5372;5372;          ;125632;     ;         ;14 18 55.8;+54 51 51; 6.53;     ;  A5Vn              ;
215.844167; +8.445000;    5385;5385;          ;126128; 9247;         ;14 23 22.6;+08 26 42; 6.86; 0.43;  F0V+F2V           ;*
216.374167;-19.969722;    5397;5397;          ;126367; 9258;         ;14 25 29.8;-19 58 11; 6.61; 0.14;  A2V               ;*
216.863750;+41.025000;    5411;5411;          ;126943;     ;         ;14 27 27.3;+41 01 30; 6.63; 0.37;  F1IV              ;
217.138750;+28.290833;    5415;5415;          ;127067; 9277;         ;14 28 33.3;+28 17 27; 7.12;-0.03;  A1V               ;*
218.137083;-56.887778;    5421;5421;          ;127297;     ;V Cen    ;14 32 32.9;-56 53 16; 6.93; 0.91;  F5Ia              ;*
218.533333;-42.099722;    5431;5431;          ;127716;     ;         ;14 34 08.0;-42 05 59; 6.60; 0.06;  A2IV              ;
222.384583;+51.374722;    5537;5537;          ;131040; 9405;         ;14 49 32.3;+51 22 29; 6.51; 0.40;  F5IV              ;*
224.255833;-51.446944;    5560;5560;          ;131705;     ;         ;14 57 01.4;-51 26 49; 6.64; 1.70;  M2III             ;
224.555833;-11.155000;    5578;5578; 17    Lib;132230;     ;         ;14 58 13.4;-11 09 18; 6.60; 0.01;  A1V               ;
226.786250;-71.905278;    5598;5598;          ;133049;     ;         ;15 07 08.7;-71 54 19; 6.52; 1.59;  K4III             ;
225.687083; -3.031389;    5599;5599;          ;133112;     ;         ;15 02 44.9;-03 01 53; 6.61; 0.20;  A5m               ;*
225.777500;+44.644444;    5612;5612;          ;133484;     ;         ;15 03 06.6;+44 38 40; 6.65; 0.46;  F6IV              ;
225.902083;+34.566111;    5613;5613;          ;133485;     ;         ;15 03 36.5;+34 33 58; 6.59; 1.02;  G8III-IV          ;
226.448750;-25.789722;    5614;5614;          ;133529;     ;         ;15 05 47.7;-25 47 23; 6.67;-0.01;  B8V               ;
