_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
328.400000;-10.311667;    8355;8355;          ;208008;     ;         ;21 53 36.0;-10 18 42; 6.59;-0.12;  B9V               ;*
329.845833;+57.658333;    8389;8389;          ;209124;     ;         ;21 59 23.0;+57 39 30; 6.59; 0.03;  A0III-IV          ;*
330.821667;-29.904167;    8398;8398;          ;209335;     ;         ;22 03 17.2;-29 54 15; 7.10; 0.32;  F0IIIn            ;
330.163750;+62.488056;    8399;8399;          ;209339;     ;13998    ;22 00 39.3;+62 29 17; 6.66; 0.06;  B0IV              ;*
332.677083;-75.880556;    8420;8420;          ;209855;     ;         ;22 10 42.5;-75 52 50; 6.55; 1.18;  K2IIICNII         ;
329.552917;+82.869722;    8423;8423;          ;209942;15571;         ;21 58 12.7;+82 52 11; 6.98; 0.52;  F6IV-V            ;*
335.682917;-45.947778;    8521;8521;   Pi 1Gru;212087;     ;Pi1 Gru  ;22 22 43.9;-45 56 52; 6.62; 2.01;  S5,7e             ;*
334.585000;+76.488056;    8525;8525;          ;212150;     ;         ;22 18 20.4;+76 29 17; 6.66; 0.00;  A1Vn              ;
336.642500;-16.741389;    8544;8544; 53    Aqr;212697;15934;         ;22 26 34.2;-16 44 29; 6.57;     ;  G2V               ;*
335.922083;+78.243333;    8550;8550;          ;212937;     ;         ;22 23 41.3;+78 14 36; 6.76;-0.06;  B9                ;*
336.746667;+56.433333;    8554;8554;          ;212986;     ;         ;22 26 59.2;+56 26 00; 6.57;-0.10;  B5III             ;
337.432917;+35.725556;    8569;8569;          ;213272;     ;         ;22 29 43.9;+35 43 32; 6.56;     ;  A2V               ;
338.262083;+69.913611;    8595;8595;          ;213973;16057;         ;22 33 02.9;+69 54 49; 6.60; 0.32;  A9III             ;*
339.785000;-52.692222;    8611;8611;          ;214441;     ;CC Gru   ;22 39 08.4;-52 41 32; 6.65; 0.35;  F1III             ;*
340.927917;+10.939167;    8653;8653;          ;215243;     ;         ;22 43 42.7;+10 56 21; 6.51; 0.46;  G8IV              ;*
341.533333;-48.978889;    8658;8658;          ;215456;     ;         ;22 46 08.0;-48 58 44; 6.62; 0.63;  F9V               ;
341.205000;+52.517222;    8661;8661;          ;215518;     ;         ;22 44 49.2;+52 31 02; 6.55;     ;  K2                ;
341.682083;-46.939444;    8662;8662;          ;215545;     ;         ;22 46 43.7;-46 56 22; 6.56; 0.30;  A9IIIm:           ;*
342.420417;-77.050556;    8664;8664;          ;215631;     ;         ;22 49 40.9;-77 03 02; 6.73; 0.11;  A4V               ;
341.946250;-38.221944;    8671;8671;          ;215724;     ;         ;22 47 47.1;-38 13 19; 6.71; 0.48;  F4IV              ;
342.384583;+10.478889;    8681;8681;          ;216048;     ;         ;22 49 32.3;+10 28 44; 6.54; 0.29;  F0IV-V            ;
344.214583;+11.848333;    8724;8724;          ;216900;16389;         ;22 56 51.5;+11 50 54; 6.51; 0.18;  A3V s             ;
345.177083;+31.083056;    8753;8753;          ;217477;16443;         ;23 00 42.5;+31 04 59; 6.60;-0.04;  B9IIIpMn          ;*
345.227917;+38.708056;    8758;8758;          ;217543;     ;14386    ;23 00 54.7;+38 42 29; 6.54;-0.11;  B3Vpe             ;*
345.637917;+31.780556;    8765;8765;          ;217754;     ;         ;23 02 33.1;+31 46 50; 6.57; 0.35;  F2IV              ;
345.988750; -4.795278;    8772;8772;          ;217877;     ;         ;23 03 57.3;-04 47 43; 6.68; 0.58;  F8V               ;*
345.848750;+60.445278;    8777;8777;          ;217943;16481;         ;23 03 23.7;+60 26 43; 6.74;-0.02;  B2V               ;*
346.825417;+46.068056;    8800;8800;          ;218407;     ;         ;23 07 18.1;+46 04 05; 6.66;-0.05;  B2V               ;*
347.051250;+44.561667;    8806;8806;          ;218525;     ;         ;23 08 12.3;+44 33 42; 6.56; 0.17;  A2IV              ;
347.694167;-29.525000;    8823;8823;          ;218759;     ;         ;23 10 46.6;-29 31 30; 6.51; 0.27;  F1III-IV          ;
348.312500;-49.618889;    8828;8828;          ;219023;     ;         ;23 13 15.0;-49 37 08; 6.80; 0.92;  G8-K0III          ;
348.991250;+24.771111;    8845;8845;          ;219487;     ;         ;23 15 57.9;+24 46 16; 6.60; 0.40;  F5V               ;
349.111667;+61.963056;    8854;8854;          ;219634;     ;V649 Cas ;23 16 26.8;+61 57 47; 6.53; 0.23;  B0Vn              ;*
350.492500;+26.608889;    8888;8888;          ;220242;     ;         ;23 21 58.2;+26 36 32; 6.62; 0.37;  F5V               ;
350.947917;+32.531389;    8899;8899;          ;220460;     ;         ;23 23 47.5;+32 31 53; 6.69; 0.45;  F4V w             ;*
351.145833;+41.112778;    8902;8902;          ;220575;     ;         ;23 24 35.0;+41 06 46; 6.72; 0.06;  B8III             ;*
353.102500;+34.952500;    8936;8936;          ;221491;     ;         ;23 32 24.6;+34 57 09; 6.65;-0.06;  B8V               ;
353.802917;-64.689444;    8945;8945;          ;221740;     ;         ;23 35 12.7;-64 41 22; 7.40;     ;  F2IV-V            ;
354.272500;-31.870833;    8956;8956;          ;222004;     ;         ;23 37 05.4;-31 52 15; 6.52; 1.26;  K1III             ;*
354.494167;+46.199722;    8964;8964;          ;222143;     ;         ;23 37 58.6;+46 11 59; 6.58; 0.66;  G5                ;
355.011667;+37.652500;    8973;8973;          ;222399;16913;         ;23 40 02.8;+37 39 09; 6.53; 0.35;  F2IV              ;*
355.279167;-24.160278;    8978;8978;          ;222485;     ;14665    ;23 41 07.0;-24 09 37; 6.60; 1.57;  M1III             ;*
355.561667;+44.991944;    8986;8986;          ;222641;     ;14674    ;23 42 14.8;+44 59 31; 6.57;     ; gK5                ;
355.586667;+64.515556;    8989;8989;          ;222670;16940;         ;23 42 20.8;+64 30 56; 6.56; 1.88;  M2III             ;
356.201250;+55.799722;    9000;9000;          ;222932;     ;         ;23 44 48.3;+55 47 59; 6.51;     ; gG4                ;
356.847083;-68.394167;    9007;9007;          ;223148;     ;         ;23 47 23.3;-68 23 39; 6.89; 0.46;  F2V               ;
357.436250;-62.839444;    9023;9023;          ;223444;     ;         ;23 49 44.7;-62 50 22; 6.59; 1.48;  K5III             ;
357.990000;+77.599444;    9034;9034;          ;223731;     ;         ;23 51 57.6;+77 35 58; 6.55; 0.44;  F5V               ;
358.819167;-31.884167;    9050;9050;          ;224112;     ;         ;23 55 16.6;-31 53 03; 6.83;-0.08;  B8V               ;
358.845833;+25.955000;    9051;9051;          ;224128;     ;         ;23 55 23.0;+25 57 18; 6.54;     ;  K5                ;
359.115417;+83.191111;    9056;9056;          ;224309;     ;V Cep    ;23 56 27.7;+83 11 28; 6.59; 0.05;  A3V               ;*
359.705000;+32.381667;    9068;9068;          ;224544;     ;Var?     ;23 58 49.2;+32 22 54; 6.52;-0.11;  B6IVe             ;*
359.693750;+46.413056;    9070;9070;          ;224559;     ;LQ And   ;23 58 46.5;+46 24 47; 6.54;-0.09;  B4Ven             ;*
359.871667;+33.724444;    9074;9074;          ;224635;17149;         ;23 59 29.2;+33 43 28; 6.58; 0.55;  G0V               ;*
359.871667;+33.724444;    9075;9075;          ;224636;17149;         ;23 59 29.2;+33 43 28; 6.58;     ;  G0V               ;*
000.530417;-14.676111;    9090;9090;          ;224960;     ;W Cet    ;00 02 07.3;-14 40 34; 7.10; 1.80;  S7.3e             ;*
001.127917;-72.897778;    9106;9106;          ;225233;     ;         ;00 04 30.7;-72 53 52; 7.31; 0.44;  F2V               ;
